road,education,electricity,internet,employment,poverty,votes
2,10,4,8,10,2,822
5,9,8,2,0,7,689
7,5,10,1,8,2,792
2,10,5,0,8,4,659
0,10,8,1,5,5,686
3,3,6,9,6,7,799
3,0,7,9,6,4,629
5,6,1,4,3,2,447
2,8,1,2,5,9,588
5,4,5,5,3,9,633
6,0,3,9,4,8,674
8,6,7,4,5,7,862
7,10,0,10,3,10,885
1,5,8,2,6,7,698
8,1,1,0,3,8,546
4,4,4,5,1,7,535
5,1,9,7,2,9,681
2,7,2,8,8,10,780
2,0,4,6,0,7,428
9,4,6,2,5,3,709
2,6,1,7,0,4,461
8,1,3,0,4,6,506
10,9,5,4,6,6,945
10,10,2,7,9,6,962
2,7,1,6,10,0,581
6,2,5,0,8,5,605
1,10,5,2,8,9,840
8,8,3,6,3,7,794
7,5,9,2,9,9,956
10,5,9,4,1,9,872
6,5,8,5,0,0,515
0,7,7,7,6,3,751
5,5,10,3,6,0,691
8,4,0,5,0,7,542
8,9,6,9,3,1,775
0,2,7,7,8,10,825
9,5,2,0,10,10,830
3,4,0,9,8,5,686
8,8,8,7,0,4,743
0,9,3,1,3,6,458
2,5,10,5,0,1,546
6,4,1,2,1,7,496
8,8,1,7,1,2,637
6,2,6,1,7,0,507
5,0,1,8,2,10,622
0,5,4,4,5,9,621
6,4,2,7,7,3,662
0,2,3,1,2,0,220
3,6,4,0,10,10,759
8,8,10,1,4,9,945
1,1,10,8,7,1,637
0,7,7,8,10,3,820
7,0,4,0,1,1,271
7,10,2,3,7,7,831
3,7,6,3,9,8,915
6,5,1,2,9,1,559
9,2,2,7,6,1,544
7,3,9,7,6,1,734
6,3,5,0,9,9,765
3,10,0,6,5,2,602
3,3,8,2,7,0,553
7,3,4,0,3,5,559
9,2,10,9,10,0,977
0,4,3,1,0,9,314
7,10,9,9,9,9,966
5,2,9,7,4,4,761
5,1,9,3,5,6,639
9,6,4,3,0,5,642
1,8,7,6,8,7,851
7,4,1,8,0,9,694
0,2,9,7,2,0,450
1,4,1,4,4,0,254
1,2,9,1,6,0,459
0,4,1,4,0,10,426
8,8,2,1,3,7,608
7,3,9,2,10,10,948
4,6,8,0,0,2,489
0,5,0,3,5,3,391
0,0,10,9,9,7,800
7,10,1,7,2,7,861
1,2,9,5,5,8,703
2,2,3,6,5,9,592
5,9,3,6,8,0,726
6,0,2,6,8,6,703
5,9,6,3,6,3,764
10,9,3,5,3,5,790
8,2,9,5,1,6,750
4,0,7,2,0,7,460
3,8,9,1,10,2,836
10,5,8,9,6,9,947
2,0,0,2,1,10,387
6,9,4,2,1,7,713
4,5,4,5,2,7,692
6,1,2,4,2,9,555
1,5,8,7,10,9,962
1,3,10,3,10,5,728
10,1,0,7,6,2,598
5,10,1,10,5,8,871
3,2,0,9,4,7,525
7,1,5,8,10,3,730
7,8,10,1,8,7,946
6,8,1,7,7,7,841
5,4,0,8,4,3,573
9,4,9,1,9,5,840
0,6,5,8,0,4,547
5,4,2,7,6,6,691
8,8,7,9,9,7,975
10,4,1,9,8,10,924
10,1,9,6,3,1,764
10,9,10,0,2,8,971
9,2,1,2,9,0,592
8,4,2,2,10,4,705
5,7,4,7,8,5,850
8,7,10,10,3,7,963
8,4,4,6,0,7,691
9,5,1,4,9,8,854
4,0,2,8,9,5,701
7,2,1,10,8,0,718
3,7,5,9,1,2,584
8,9,5,6,1,5,778
2,1,9,7,6,0,532
9,3,6,10,7,7,961
10,6,3,0,6,2,598
0,5,6,9,10,1,702
2,3,1,2,1,3,371
6,3,0,8,7,9,742
0,3,6,4,1,1,389
5,5,5,5,1,3,511
8,5,8,6,0,2,712
4,7,4,8,0,2,490
0,8,2,4,7,8,731
6,5,3,5,7,1,631
4,7,2,1,4,6,625
10,0,4,1,8,4,557
9,4,7,3,0,3,584
8,6,10,5,2,10,975
2,1,4,10,1,3,484
5,4,7,9,5,5,885
8,1,1,4,0,3,315
6,1,0,0,0,7,330
1,9,9,6,6,9,928
9,4,3,0,6,1,475
3,0,9,7,5,3,657
7,0,7,1,0,10,578
3,6,1,3,6,7,611
5,6,9,10,7,4,952
2,6,10,8,3,5,829
3,4,0,1,2,0,240
0,3,2,8,1,8,510
1,10,6,6,2,9,752
0,9,8,5,8,0,655
5,3,8,0,6,8,746
4,10,4,8,0,6,760
3,1,0,8,6,10,647
0,10,8,8,5,9,970
0,4,9,6,6,8,737
5,6,4,3,1,2,482
5,8,9,0,4,8,813
4,5,6,1,5,10,703
9,2,4,9,7,3,854
2,1,10,7,3,7,739
0,6,6,4,4,10,643
2,0,1,7,5,7,490
8,1,7,1,3,6,568
4,3,9,10,2,4,740
6,3,1,8,6,0,621
2,0,8,9,4,1,616
6,4,6,1,10,5,745
0,5,9,8,3,8,774
5,0,0,9,8,0,506
9,10,4,7,9,0,949
1,4,6,4,9,6,671
5,6,7,2,7,7,832
1,5,1,8,0,8,491
10,10,0,5,2,2,667
3,8,5,8,10,1,772
3,4,5,1,4,5,552
8,6,3,3,10,3,848
4,1,9,4,6,8,809
5,3,5,4,1,6,542
8,5,10,10,7,2,943
5,1,3,9,10,6,707
1,0,0,8,1,4,405
10,4,8,8,3,2,772
0,5,4,3,4,0,326
1,5,5,9,2,2,559
5,0,5,2,0,7,503
4,5,3,4,9,7,755
3,8,5,10,1,9,824
10,1,6,8,4,5,839
6,1,6,1,4,0,409
6,8,0,0,10,10,766
1,1,8,3,9,10,719
1,10,2,5,10,6,783
4,7,4,5,10,1,735
2,10,8,8,9,0,834
8,0,3,7,10,8,927
3,9,1,10,8,6,870
0,7,8,8,7,9,855
4,6,4,2,5,2,528
1,10,6,1,1,1,458
6,9,1,5,4,2,655
8,2,6,5,5,10,843
1,8,1,4,8,4,665
4,8,5,7,8,9,914
3,1,5,4,2,5,439
10,9,4,3,0,0,671
10,0,0,6,10,0,607
7,2,10,1,5,8,701
10,0,9,4,5,2,719
9,3,2,5,7,8,782
4,7,4,7,10,10,921
0,7,7,0,1,3,358
5,0,2,6,9,4,655
4,2,0,4,7,2,501
1,5,1,5,8,5,621
2,7,8,8,9,3,911
7,8,3,8,10,6,973
6,3,8,3,3,8,753
9,10,0,7,5,7,871
7,6,4,10,5,0,666
10,4,10,9,4,1,821
1,1,0,9,2,8,490
4,4,9,9,9,6,993
1,10,0,5,1,10,596
1,4,5,0,8,0,348
5,9,7,6,10,5,912
3,4,9,3,3,4,548
0,2,4,8,2,5,495
9,6,6,4,0,9,763
0,6,2,6,0,8,458
8,4,10,3,0,9,744
7,9,6,4,3,3,753
6,4,8,8,7,4,829
9,8,2,10,10,8,986
5,10,7,0,10,4,883
6,1,8,1,4,2,476
2,2,8,5,8,4,694
5,1,6,2,9,5,664
6,8,3,10,1,0,586
4,1,1,5,3,4,479
4,10,1,3,2,0,423
4,1,2,5,9,5,642
4,3,3,4,7,3,529
6,9,8,3,2,1,740
2,9,0,2,9,9,769
3,6,7,4,0,6,630
3,10,4,4,8,4,804
5,7,5,4,10,0,699
6,2,9,6,8,6,844
3,5,6,9,2,9,807
8,6,7,4,1,4,685
2,2,8,3,3,10,710
6,3,5,4,10,10,922
7,5,7,1,6,4,691
4,3,2,2,4,2,381
5,4,0,10,4,3,642
1,6,3,2,8,7,575
7,0,10,5,2,9,693
5,10,0,8,4,8,881
10,4,4,4,0,3,541
5,8,8,9,8,10,917
4,2,4,7,3,10,698
0,6,0,6,10,0,526
8,0,3,7,2,2,513
8,6,1,3,8,9,822
2,10,4,4,0,9,646
2,6,0,3,9,6,636
4,10,9,1,10,4,913
1,2,9,5,4,5,601
3,8,2,9,10,8,967
9,10,1,2,0,3,585
7,5,9,8,5,4,975
9,2,0,5,2,3,501
7,1,1,1,6,1,421
8,10,7,8,8,8,985
3,4,6,6,5,1,581
0,0,4,3,4,9,475
8,5,0,3,1,5,495
6,0,7,6,1,8,681
10,7,8,1,4,2,793
9,4,7,8,9,5,997
0,8,0,10,7,2,581
3,6,0,7,6,5,577
8,4,9,1,6,9,881
4,9,0,3,1,8,566
9,1,7,6,8,1,763
4,1,9,0,2,5,558
9,0,10,4,7,9,991
9,9,0,10,9,3,958
0,9,4,7,4,10,765
10,6,6,2,7,2,792
10,9,1,9,2,4,837
10,0,9,4,7,2,735
5,10,7,10,7,6,989
4,7,7,6,7,2,822
8,8,0,10,0,4,754
7,3,0,4,6,6,628
0,8,5,5,9,0,642
7,0,6,3,8,7,658
10,3,0,1,0,6,494
6,6,10,0,6,4,777
0,4,0,0,0,8,309
9,3,2,9,3,6,780
7,3,7,1,5,4,645
9,9,6,10,5,2,947
2,1,6,6,4,10,664
3,4,0,10,0,5,547
10,6,5,5,8,2,862
9,0,8,2,7,3,654
6,3,4,8,8,2,693
10,7,8,10,4,0,892
6,10,0,10,8,5,893
10,9,9,0,5,9,919
0,10,0,7,10,2,731
1,9,7,7,1,2,615
0,7,10,9,3,2,668
8,0,5,7,8,9,887
10,9,3,5,0,9,851
7,8,1,0,0,5,524
4,8,10,6,2,6,880
7,1,7,4,2,1,478
2,2,7,2,0,8,505
3,3,0,8,3,8,600
5,1,10,8,1,1,619
8,3,0,8,7,5,756
4,10,5,10,7,4,943
9,10,7,5,4,7,955
2,0,8,8,8,3,735
0,2,2,0,2,4,230
9,9,6,1,3,1,683
5,6,6,10,3,10,914
6,5,5,4,10,5,789
10,3,1,9,5,2,648
0,0,3,0,0,8,263
5,6,6,5,1,2,503
8,3,9,10,1,1,737
2,10,3,10,4,8,779
6,4,3,3,2,5,504
6,2,10,7,1,10,884
5,9,4,8,1,9,850
1,10,8,7,4,2,816
2,1,3,6,2,8,518
9,4,0,6,9,4,681
1,1,7,4,5,3,552
10,8,0,5,0,8,685
0,2,6,3,7,1,511
7,6,7,4,4,8,817
0,9,3,10,5,8,809
1,5,0,3,0,7,407
9,9,1,4,5,7,835
7,5,1,2,7,8,614
9,7,4,4,5,2,747
5,8,3,3,8,8,788
6,7,8,5,8,9,962
5,4,8,4,2,6,746
3,7,4,10,9,2,783
2,6,0,4,2,6,454
1,0,10,3,4,7,507
9,9,6,6,1,5,930
10,6,2,6,4,6,843
10,10,7,5,3,4,927
5,9,1,1,5,2,618
7,9,5,10,8,1,856
6,10,6,4,4,0,660
1,7,9,0,1,1,464
10,0,3,4,10,5,714
8,7,2,7,7,9,924
9,9,1,7,4,8,919
9,10,6,9,5,2,937
7,4,1,5,3,8,699
1,0,8,7,4,10,714
4,1,3,7,9,3,663
5,1,5,5,1,7,645
1,2,0,6,1,9,412
8,4,4,8,1,1,568
0,6,8,0,4,4,474
2,0,5,6,9,1,463
6,4,4,5,8,3,671
5,4,3,4,9,3,593
5,10,3,10,9,8,912
1,7,4,7,0,5,525
6,6,3,1,8,8,704
5,9,6,2,3,0,501
3,3,3,9,9,6,769
4,6,2,1,4,7,640
10,2,9,1,10,8,981
1,2,9,4,2,2,477
8,10,4,5,0,2,697
10,8,5,3,3,5,865
2,2,0,1,3,7,385
9,6,2,2,0,7,594
5,10,3,4,1,3,600
2,8,5,0,0,5,442
5,8,7,9,8,7,997
2,4,7,3,9,9,806
9,8,9,3,9,7,925
4,6,1,4,5,0,478
1,5,8,7,7,4,802
10,2,8,9,2,3,836
4,6,2,6,8,3,635
6,2,9,8,6,7,883
5,1,6,1,4,6,528
10,0,9,3,7,4,773
10,8,9,8,4,3,944
4,3,7,10,4,10,978
4,3,5,10,1,4,559
8,5,7,3,2,3,643
3,6,9,9,2,8,887
0,10,4,3,8,0,655
5,6,6,1,10,3,727
0,3,6,8,4,4,644
5,2,9,9,2,1,632
2,7,9,7,7,5,821
5,8,5,3,8,8,857
4,6,3,10,5,5,835
10,2,10,6,6,0,764
3,7,7,6,4,6,716
9,9,1,1,2,3,561
4,5,5,9,2,0,602
10,4,4,5,7,4,745
4,0,9,9,4,5,757
4,4,8,9,2,8,747
10,7,4,3,0,6,755
4,3,1,6,4,2,502
5,8,10,0,7,0,720
8,10,9,10,10,8,922
5,4,10,4,1,1,616
6,4,8,9,8,0,762
4,10,1,8,6,0,760
9,10,3,1,9,5,871
0,0,0,2,4,0,225
1,3,0,4,1,5,306
1,6,7,1,5,0,498
1,3,8,9,2,8,688
10,6,8,9,6,7,909
9,1,4,4,5,9,745
4,1,10,9,2,9,779
5,0,6,3,8,9,722
6,6,6,6,5,10,926
0,9,8,9,4,0,700
4,2,7,1,5,3,501
1,6,3,2,7,3,513
2,0,0,0,3,8,292
3,10,9,5,8,0,825
8,2,3,7,0,2,437
2,7,5,3,5,9,757
7,3,4,9,3,2,632
5,8,0,0,8,9,665
3,2,0,8,10,9,738
10,9,0,8,9,7,927
5,4,2,4,2,6,486
9,9,0,8,1,2,711
4,4,0,3,6,4,502
2,4,7,2,9,0,613
6,6,0,2,5,2,550
8,5,9,10,6,5,984
4,2,2,8,9,0,611
4,6,1,4,2,9,623
4,7,4,7,5,8,856
10,4,3,10,5,3,817
7,0,7,1,8,4,639
5,3,6,7,10,4,769
8,4,6,7,4,4,807
3,0,4,6,10,10,769
10,6,2,4,9,5,837
0,8,1,10,9,4,747
5,10,10,5,5,5,861
9,6,3,2,4,2,658
10,5,5,10,8,0,897
1,10,3,0,5,4,531
9,1,9,3,3,7,707
1,4,9,9,2,7,777
10,8,0,9,1,6,748
4,8,9,5,4,8,900
8,1,4,9,9,6,866
5,7,7,8,4,5,848
5,9,10,2,9,8,939
10,1,5,9,8,7,855
2,9,10,10,10,4,938
8,2,1,1,5,2,447
7,2,4,7,6,0,555
2,10,5,10,5,7,894
2,1,4,9,3,8,692
4,1,10,1,9,1,673
10,1,8,1,1,6,671
8,3,5,2,7,0,499
4,3,3,5,3,5,542
2,10,8,4,0,4,602
1,6,7,10,8,2,817
4,2,4,5,2,4,471
6,3,0,9,9,7,839
4,5,8,7,9,10,978
0,6,3,3,10,0,469
9,4,5,0,10,9,851
9,2,5,6,5,0,619
8,4,9,6,10,2,840
9,9,6,1,2,6,781
1,0,9,1,7,7,574
6,10,0,8,7,8,916
8,1,10,4,10,5,953
9,8,9,1,6,7,935
4,9,5,8,0,7,763
1,9,10,3,9,9,948
4,3,4,2,2,4,392
3,10,5,5,9,2,774
7,1,6,2,4,7,608
4,10,1,2,6,4,624
5,9,3,8,3,6,704
6,3,10,5,8,7,859
5,0,7,10,1,3,578
7,5,7,6,6,6,802
10,2,2,3,4,0,438
3,3,6,9,8,4,774
5,10,4,5,8,3,775
10,7,6,3,9,1,828
2,8,6,6,6,3,812
2,6,3,4,7,5,656
0,3,5,10,7,3,658
7,2,8,9,6,9,990
10,1,10,1,7,1,713
7,9,9,8,8,7,997
0,5,5,5,10,0,574
6,9,7,3,5,3,781
2,0,2,2,10,7,513
4,9,0,10,7,8,797
1,3,4,5,7,7,614
0,8,7,9,4,2,692
10,2,4,7,7,9,895
5,6,10,1,6,9,926
6,3,0,8,10,7,774
2,8,0,2,9,2,489
0,9,6,5,5,2,657
9,7,7,9,7,0,878
5,3,1,10,4,5,655
5,6,1,3,2,4,499
10,0,2,6,4,9,770
0,9,4,1,7,9,714
4,6,5,3,4,8,687
10,9,6,0,2,8,772
8,4,4,7,3,5,720
2,8,6,9,6,7,900
10,9,7,1,9,0,832
10,10,10,0,1,7,935
10,5,5,2,5,7,810
2,6,1,7,7,5,636
10,9,9,4,5,3,949
0,5,5,2,5,8,590
4,3,3,4,1,8,581
8,4,2,6,10,10,845
8,8,6,9,7,6,980
10,0,8,3,8,8,842
0,2,8,8,1,1,482
4,1,0,10,10,4,665
0,10,2,9,2,8,684
7,5,7,3,10,9,952
5,1,6,8,5,9,802
4,5,1,10,6,3,616
4,1,3,5,0,4,359
0,3,1,4,0,0,189
4,3,6,3,0,8,590
4,5,9,0,7,6,711
6,0,8,4,6,9,763
5,2,0,9,1,1,496
5,2,8,5,0,4,573
4,8,0,6,10,9,804
1,8,9,10,0,9,880
5,9,2,6,9,3,819
5,9,6,3,8,6,768
9,4,6,9,2,3,765
7,3,6,6,2,9,716
6,2,2,4,0,5,427
9,4,4,5,2,0,583
3,7,9,5,5,2,690
8,10,8,1,7,1,859
7,3,9,6,0,3,565
2,2,2,5,10,3,477
2,0,6,1,2,0,245
3,5,6,8,2,6,782
5,3,6,3,0,0,388
0,9,10,3,5,1,696
2,2,9,10,10,0,758
2,8,0,8,9,5,787
3,5,0,0,1,10,424
4,3,10,9,8,4,870
6,3,10,4,8,3,809
1,5,9,4,6,6,740
3,9,3,9,8,1,776
1,0,0,5,2,6,299
9,5,9,10,4,4,944
3,2,9,4,2,1,483
4,9,10,2,5,6,823
3,7,10,4,3,1,676
9,7,2,9,7,1,783
5,10,2,2,7,1,640
9,7,8,3,5,3,826
7,6,8,4,8,4,893
6,9,7,7,10,8,905
4,0,5,0,2,0,290
6,3,4,9,4,8,809
5,5,6,4,7,9,833
5,9,6,3,7,8,952
4,9,9,4,7,1,732
10,7,8,4,7,2,888
5,5,4,3,9,6,743
6,6,2,9,0,6,680
9,1,4,0,7,0,532
3,10,10,6,8,8,949
1,3,4,6,4,3,422
8,6,9,7,1,9,1000
4,6,2,1,1,0,377
1,7,2,7,10,0,669
4,2,2,7,8,7,726
0,1,1,7,4,8,468
8,2,1,0,2,8,433
3,7,7,4,6,3,723
2,10,4,5,3,5,587
5,3,1,5,3,6,548
8,3,1,4,5,7,644
2,0,7,6,4,4,555
5,8,4,9,8,8,925
0,1,1,2,1,2,133
6,2,3,1,4,0,425
9,5,8,8,6,6,929
8,1,3,8,1,7,586
7,5,1,9,1,9,748
2,9,4,5,1,10,669
8,0,0,0,2,1,257
10,6,6,0,4,4,694
7,5,3,0,0,0,382
3,8,6,10,10,0,866
6,10,3,7,10,4,998
1,10,3,0,10,8,748
6,8,3,8,8,4,815
1,7,6,0,3,5,598
0,3,2,2,7,8,478
1,6,7,5,4,9,708
3,9,7,0,6,10,830
7,9,7,8,9,5,909
5,6,1,10,0,2,574
0,5,7,7,7,4,688
1,2,5,9,4,9,651
5,5,8,6,3,6,821
9,9,10,4,2,4,904
9,5,2,3,5,8,666
7,1,5,5,3,5,551
6,1,8,3,2,8,657
2,5,8,9,6,9,864
3,6,2,5,6,6,638
7,8,1,0,5,10,749
7,0,5,3,10,10,834
0,7,3,2,7,9,626
3,0,7,0,8,4,524
9,2,9,6,3,2,794
1,1,2,3,5,1,283
0,9,7,9,2,9,825
1,0,8,4,6,4,510
5,6,7,6,6,8,863
10,9,2,10,1,9,890
10,6,0,7,0,10,809
2,0,6,0,1,2,234
1,5,8,3,6,0,496
9,10,1,4,0,4,600
5,2,10,8,0,1,603
4,8,10,2,7,9,962
6,7,4,9,10,5,907
8,2,0,7,8,9,750
8,4,5,4,9,6,812
0,6,10,2,3,8,685
8,10,6,9,6,5,963
3,3,9,4,0,9,706
10,0,6,3,4,7,604
10,0,5,1,1,7,579
6,9,9,7,3,8,991
2,7,4,7,10,9,931
9,2,3,10,2,0,591
4,8,7,9,10,4,995
10,5,3,0,7,6,709
4,9,10,10,8,0,937
10,6,9,2,7,4,822
9,9,9,6,0,8,889
5,9,3,1,10,4,723
1,7,0,4,8,3,512
1,2,0,4,5,1,322
8,3,2,0,1,5,396
5,9,4,6,0,4,661
5,4,8,7,4,0,669
4,3,6,10,7,5,739
8,8,1,1,0,6,526
1,7,2,7,8,5,683
8,7,8,4,7,8,900
7,7,10,10,2,2,897
8,2,6,7,5,3,675
8,1,8,6,3,5,687
1,10,8,5,1,1,673
6,3,9,4,5,4,708
0,10,5,10,1,3,671
4,3,7,6,4,1,527
6,5,2,6,8,8,794
4,7,9,10,7,4,947
0,0,9,3,10,1,633
1,9,5,9,1,3,648
7,3,2,7,7,7,799
1,1,6,8,3,9,661
1,5,3,6,0,10,618
6,6,10,6,7,9,952
3,0,1,2,1,3,154
7,0,5,2,8,2,536
9,0,10,6,7,10,973
5,4,6,5,0,3,540
7,10,1,0,10,9,921
7,3,10,9,10,3,930
5,2,2,1,9,4,563
8,8,6,10,3,9,956
6,2,4,1,0,9,508
10,10,9,4,9,3,912
4,6,5,4,2,8,661
10,0,9,1,0,2,515
7,0,7,2,8,2,624
2,2,3,10,10,4,627
6,5,8,2,2,4,609
1,4,10,7,10,8,854
5,0,5,3,1,1,374
3,4,2,1,0,10,522
6,6,1,8,3,1,638
7,8,0,4,7,5,702
4,0,7,9,8,10,908
10,3,7,0,4,2,574
2,10,5,10,8,4,983
8,10,5,3,8,4,898
3,0,2,2,10,0,438
4,6,2,5,1,3,512
0,8,6,5,7,3,717
3,0,0,7,1,8,456
3,7,1,10,4,10,761
5,7,3,2,5,2,524
10,6,10,4,7,0,872
4,8,5,0,3,0,505
9,10,8,1,3,6,835
3,9,0,10,5,0,688
3,9,7,3,10,7,912
3,6,4,6,10,8,863
7,3,10,8,5,0,776
0,10,6,9,2,10,876
10,3,5,3,3,3,613
10,8,1,8,9,10,974
3,8,1,0,9,6,672
3,10,10,9,0,6,921
1,10,5,2,8,0,677
10,3,2,6,8,4,753
6,6,4,1,6,2,601
2,7,3,3,0,4,523
5,2,8,0,10,6,710
4,10,1,3,4,4,573
1,6,9,5,6,3,724
10,6,9,2,0,8,787
10,10,1,10,0,3,733
3,8,2,4,0,1,435
2,4,8,0,7,0,443
5,6,10,4,10,0,770
1,3,10,9,5,2,750
3,9,5,7,2,5,752
8,6,8,10,5,2,918
10,7,0,10,7,8,954
0,9,7,6,5,6,747
4,1,9,2,0,6,519
3,10,9,9,2,8,996
4,9,3,5,0,9,739
2,8,6,6,5,8,795
0,2,4,2,10,0,394
10,3,7,0,1,8,672
5,7,2,1,0,2,411
0,2,4,2,5,7,471
0,0,7,4,3,6,395
10,4,5,8,3,6,889
0,10,6,10,4,7,948
6,8,8,4,7,7,891
9,2,4,5,1,1,569
10,1,6,0,3,5,544
0,6,3,9,6,10,754
6,4,10,3,9,2,729
8,8,7,10,0,0,776
7,0,3,9,4,6,717
1,8,3,0,4,4,394
3,1,10,2,6,6,634
7,8,4,8,3,5,785
3,6,8,4,0,4,528
0,3,2,4,3,4,351
3,9,2,3,8,10,878
10,7,5,0,9,0,653
0,1,8,8,1,0,361
9,8,4,5,7,8,880
2,8,6,7,3,9,771
1,3,9,2,6,6,547
0,2,4,2,3,1,207
3,8,1,4,6,7,714
7,5,9,3,3,1,589
2,0,4,10,4,0,421
10,10,4,8,1,0,746
5,7,0,7,0,1,468
2,3,6,1,9,0,481
0,2,6,8,5,9,726
5,3,10,0,2,6,604
10,5,8,9,2,1,824
2,5,9,2,4,0,532
0,8,7,10,9,4,828
4,6,0,8,1,3,489
8,6,5,9,3,8,877
6,4,5,6,1,10,805
0,9,10,7,3,10,905
0,1,3,9,8,5,627
8,0,6,4,10,0,646
8,5,6,5,7,10,971
7,6,6,4,6,1,751
1,8,7,0,0,4,501
5,6,2,7,9,6,887
10,2,7,7,6,5,810
3,5,8,1,2,5,609
2,6,10,6,1,0,577
10,8,9,6,9,10,915
5,8,10,3,6,1,710
1,6,9,1,2,8,663
4,4,1,7,5,0,497
0,6,5,4,1,6,537
5,3,8,7,9,8,1000
3,2,2,7,4,7,592
0,9,7,9,5,1,703
0,7,10,5,5,10,815
3,10,5,4,7,7,826
3,0,6,5,3,1,385
0,9,4,8,5,9,855
7,6,10,5,3,0,713
9,8,5,0,4,7,705
9,5,1,2,7,9,730
2,4,9,4,1,8,637
8,7,3,1,3,3,541
2,9,7,9,7,6,929
8,9,7,5,3,10,1000
6,9,8,5,3,0,755
0,7,9,8,7,10,958
1,7,5,1,1,10,576
9,4,5,6,7,5,850
4,5,0,10,10,0,656
2,6,7,8,1,9,717
3,3,10,7,2,7,758
3,6,9,3,4,3,599
4,6,8,6,0,10,862
5,4,2,6,5,7,652
7,10,7,7,5,4,913
2,3,5,10,2,1,603
3,0,5,3,4,2,457
7,8,8,9,10,6,909
6,4,8,3,3,7,734
7,7,1,9,8,1,724
4,9,8,3,0,5,673
2,3,4,5,7,4,575
4,2,5,0,9,1,481
3,4,1,1,8,4,552
9,1,3,7,10,1,706
8,9,9,10,5,1,965
8,1,8,9,4,1,668
4,6,2,0,3,3,472
10,7,4,4,4,8,928
7,3,1,7,3,4,587
5,4,0,5,6,4,518
6,10,6,2,3,3,708
0,9,8,3,4,7,775
0,5,0,6,7,8,580
5,1,3,4,4,4,440
6,5,8,6,4,5,824
2,2,4,6,6,9,750
7,0,10,8,0,4,663
6,0,8,7,10,4,790
6,6,5,5,8,0,693
5,3,0,4,7,2,443
0,1,7,5,10,10,724
0,7,6,10,9,1,677
9,5,8,1,9,5,838
2,5,7,0,6,9,718
8,7,0,10,8,4,941
9,2,0,2,8,3,521
6,5,7,7,6,1,740
7,3,1,2,3,9,573
7,6,0,7,8,10,893
6,4,6,7,8,1,729
3,9,2,3,8,4,697
6,0,10,4,7,0,567
4,3,6,5,3,6,608
7,1,2,9,9,9,913
1,7,6,1,9,1,594
6,10,0,10,0,1,653
3,6,0,8,0,7,578
1,9,0,5,1,5,440
2,4,9,4,2,10,689
2,7,7,3,6,8,759
3,8,10,3,6,7,801
7,7,2,4,1,9,750
8,8,7,3,8,3,815
6,8,7,4,9,5,962
2,10,3,1,7,8,746
1,6,1,10,2,2,551
8,9,1,2,3,8,705
1,1,2,4,1,10,485
6,3,8,2,8,3,684
1,3,9,1,3,2,461
0,0,7,9,5,0,461
1,1,7,7,0,6,457
0,0,7,2,1,8,387
8,10,3,8,3,1,790
7,6,1,5,10,1,780
1,1,4,3,3,7,522
10,10,3,10,5,3,893
8,4,2,7,9,10,913
1,4,5,2,5,10,575
1,9,2,8,5,8,818
10,9,6,7,8,6,988
7,5,7,10,0,3,730
2,7,6,8,5,3,676
5,3,7,1,4,6,619
7,9,3,3,1,6,716
2,8,10,8,9,5,935
5,10,10,2,5,4,829
9,9,1,9,3,9,902
4,1,9,4,7,8,748
6,6,4,0,5,1,500
1,6,8,9,5,7,894
2,6,1,0,2,10,501
3,4,2,5,5,9,674
3,3,10,1,10,2,627
9,9,4,5,4,5,793
3,2,3,4,7,0,490
9,7,5,10,7,8,993
4,1,1,10,3,8,535
5,5,7,8,0,6,802
0,3,0,10,5,4,506
10,7,0,0,5,8,626
7,9,9,0,10,10,937
6,7,3,10,5,9,932
2,5,2,4,8,8,713
2,0,3,8,6,9,710
8,7,10,10,3,9,914
7,2,4,0,6,9,703
4,0,0,2,3,8,382
6,2,5,4,8,2,721
9,9,9,9,8,0,902
3,7,7,7,9,5,955
2,8,4,3,10,6,765
3,0,3,3,2,0,281
4,10,3,10,7,8,930
0,7,1,10,3,4,523
10,6,3,3,9,8,990
9,3,9,5,5,9,935
0,4,7,6,4,1,532
7,2,3,10,0,3,604
1,10,0,3,8,1,492
5,10,5,9,7,9,929
10,5,1,3,3,4,591
7,10,6,6,7,8,915
1,5,0,1,4,6,345
1,8,7,9,6,1,714
10,0,0,2,9,10,664
7,1,0,7,5,8,603
0,10,6,6,3,10,852
5,8,2,1,10,4,621
3,0,3,5,0,5,293
10,2,10,2,0,7,690
10,10,7,9,10,1,915
6,6,8,8,2,5,831
10,3,9,3,1,10,786
2,5,5,3,2,5,503
1,0,8,1,9,3,536
10,9,1,8,8,9,959
6,0,6,1,10,9,725
2,6,9,10,0,7,804
1,1,7,9,6,0,533
5,4,0,6,2,8,627
1,6,0,3,9,2,474
7,0,2,2,9,2,448
3,2,10,9,2,7,758
6,4,9,4,3,8,743
2,10,1,8,7,8,800
9,1,6,3,9,7,873
4,3,3,5,9,10,788
8,2,7,7,1,10,732
7,7,4,6,4,2,662
0,4,1,0,10,9,509
2,0,2,3,1,5,218
1,5,2,4,0,10,498
4,2,6,0,1,10,506
9,6,2,6,5,8,885
6,2,7,7,6,10,850
9,8,1,10,10,6,945
1,0,10,1,9,10,758
5,10,0,7,4,10,861
4,9,9,1,6,3,739
7,1,8,10,5,3,801
7,6,10,9,2,7,933
5,3,6,3,8,5,618
